aa_000,ag_002,ag_003,ag_004,ah_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,ay_008,az_005,az_007,ba_000,ba_002,ba_003,ba_004,ba_008,bb_000,bg_000,bh_000,bi_000,bj_000,bt_000,bu_000,bv_000,bx_000,by_000,cc_000,ce_000,ci_000,cj_000,ck_000,cn_000,cn_001,cn_002,cn_008,cn_009,cq_000,cs_002,cs_004,de_000,dg_000,dn_000,ds_000,dt_000,ee_000,ee_005
38494,0,0,126976,1027180,0,0,2088096,1792084,341996,259764,0,130216,868198,0,554906,268514,204552,161988,1554,2430554,1027180,31744,182992,157822,38493.93,2430554,2430554,2433972,17010.0,2369360,67456,2195899.2,0.0,171034.56,0,0,272,2408,118,2430554,33762,76436,158,0,17532,83108,14366,185866,400758
2080,0,0,2,49640,7388,11340,116678,107908,38060,6976,0,1320,1234,0,1174,34,8,0,0,162250,49640,1076,22678,15194,2079.27,162250,162250,5088,3.0,1334,148,103630.08,0.0,29139.84,0,0,0,0,0,162250,0,0,14,0,1066,60,12,456,0
63152,0,0,310,2475316,0,0,6106774,5610260,1311752,363820,0,5608600,1689126,2,2982602,598924,472860,381968,0,7420052,2475316,67688,911574,398870,63152.45,7420052,7420052,7403484,20151.0,6052192,255830,4247618.88,0.0,1798676.16,0,0,0,12008,128,7420052,5020,629450,210,0,30216,269730,38926,1874802,347376
1888,7848,10154,108546,40526,23826,33620,97234,106550,41518,7808,0,90906,91632,0,32324,38084,5910,1534,90,162682,40526,968,21448,19282,1888.8,162682,162682,166326,589.0,136114,0,94945.92,0.0,39928.32,6640,8746,100694,0,0,162682,4530,31696,0,0,1152,0,0,41846,9086
42422,0,0,280014,1117316,7920,10878,2481890,2275596,437360,152754,0,1070360,2602548,0,622142,477208,192386,105386,0,2927894,1117316,29336,290808,145650,42422.37,2927894,2927894,2930864,11698.0,2646516,75294,2246529.6,0.0,396919.68,0,0,53258,498,0,2927894,9090,91366,368,0,14638,96222,14644,415682,188726
40786,0,0,197102,1303490,4166,7912,2398718,2205126,333614,149830,0,1280238,1748788,5186,1052858,243226,140380,89472,89782,2737070,1303490,33346,165268,166956,40785.46,2737070,2737070,2711800,14286.0,2598050,55244,2046995.52,166305.6,381508.8,0,0,40836,31266,6364,2737070,153812,178964,650,0,14794,72680,9842,560114,118710
9764,0,0,386,291498,0,0,625922,529256,136990,73880,0,52994,157800,0,300362,51626,31550,22546,0,763182,291498,8054,48640,87704,9763.43,763182,763182,758572,4447.0,707302,19372,533616.0,2335.68,170554.56,0,0,0,1708,96,763182,19270,42774,158,0,4978,15796,2726,180194,77416
45490,0,0,25190,1154306,0,0,2514058,2221996,461446,249342,0,438514,2736074,0,664980,312352,253792,230616,886,2975906,1154306,28128,275484,182830,45489.61,2975906,2975906,2973770,19693.0,2779354,75238,2502741.12,0.0,272928.0,0,0,1380,2394,94,2975906,139226,219726,136,0,16002,48306,11240,289920,467246
119786,0,0,12330,3363874,0,0,6712292,6177970,650518,457776,0,356492,7093606,0,2070392,914966,868740,782288,0,7363396,3363874,66056,375238,274068,119785.83,7363396,7363396,7376194,36866.0,7143372,204628,6227846.4,0.0,911513.28,0,0,0,15396,1200,7363396,67184,582650,196,0,37008,155706,34490,947596,583544
1656,0,1192,20346,60324,3186,7180,194242,185568,40988,2618,0,145296,7858,1026,114316,11954,15974,9892,1036,238564,60324,1180,26780,13862,1656.82,238564,238564,236908,519.0,181346,1850,81191.04,0.0,98705.28,0,852,9342,752,18,238564,14714,20276,334,16,1294,0,0,100588,8012
1326,0,0,68,29920,0,0,69054,62684,8672,4566,0,0,73816,0,28824,11254,6022,4144,0,77748,29920,638,4540,4112,1326.32,77748,77748,80382,259.0,74052,1292,67492.8,0.0,6470.4,0,0,0,44,0,77748,52,1736,24,0,386,646,126,7186,53184
10,0,796,3220,1694,1602,2744,7300,7138,6672,252,0,5852,2856,2340,5004,162,264,60,74,15604,1694,128,4682,1972,10.62,15604,15604,19734,31.0,6798,286,2016.96,0.0,3672.0,0,404,3374,0,0,15604,14,256,62,0,178,64,18,4976,44
59146,0,0,176972,1813948,2542,6174,3773696,3236188,717796,439848,0,264718,882194,0,1176342,336928,256150,202022,12754,4494970,1813948,49634,349028,362322,59145.94,4494970,4494970,4446602,33459.0,4280932,169288,3740520.0,0.0,535993.92,0,0,9798,3184,248,4494970,124004,213710,320,0,30466,137440,22250,566582,399664
39588,0,0,276,1254810,0,0,2336232,2084296,367596,168664,0,0,339358,0,973728,242884,188968,178172,0,2704864,1254810,30622,195976,169238,39587.59,2704864,2704864,2699064,12050.0,2530648,77094,2179359.36,0.0,348414.72,0,0,0,7876,692,2704864,2372,136496,214,0,17562,113112,15122,370414,238682
89268,0,0,0,2792324,114358,185330,5573656,4664280,1572190,787426,0,0,0,0,0,0,0,0,0,7263476,2792324,94834,537032,1030126,89268.64,7263476,7263476,3228,0.0,0,0,5402640.96,0.0,1338151.68,0,0,0,0,0,7263476,0,0,0,0,56436,0,0,0,0
2036,0,0,1064,63236,0,0,140910,127862,16632,5600,0,63172,131484,0,47954,30130,6658,2134,84,157638,63236,1552,7012,9552,2035.3,157638,157638,157494,552.0,135282,2728,102979.2,7080.0,23029.44,0,0,0,26,0,157638,1152,3104,114,0,922,1994,348,33594,7526
16,0,0,3044,1928,528,1122,28330,26330,7060,478,0,1816,1780,0,4386,134,110,132,30,35950,1928,148,5070,1904,15.76,35950,35950,38630,27.0,6062,318,2251.2,0.0,2722.56,0,0,2454,0,0,35950,10,158,66,0,174,24,16,3942,66
29562,0,0,7430,881778,0,0,1699870,1493800,266174,174174,0,31616,342508,0,620944,175650,119936,95360,170,1966342,881778,20582,107418,157052,29561.78,1966342,1966342,1953852,13810.0,1911326,58878,1693345.92,0.0,215617.92,0,0,0,3032,312,1966342,21306,64876,136,0,11548,56910,10980,226132,286484
52112,0,0,1334,1549766,0,0,2991118,2473306,584696,474488,0,58106,851178,0,962050,342556,265872,239338,1182,3576284,1549766,47678,296178,286408,52111.9,3576284,3576284,3573828,23843.0,3483040,98730,3200817.6,0.0,280123.2,0,0,0,3176,204,3576284,14702,80822,206,0,27514,116440,16628,293408,560716
40764,0,0,1116,1232296,0,0,2253598,2030430,310566,195708,0,72882,546996,0,679512,188760,149346,123408,322,2564452,1232296,32102,179996,130120,40764.13,2564452,2564452,2576918,20200.0,2514980,81176,2229416.64,0.0,284253.12,0,0,0,3810,274,2564452,56638,115842,156,0,16762,62754,11384,300364,244162
39338,0,0,276,1311660,0,0,2257030,1960576,494412,234660,0,382234,277630,0,1006562,235872,175606,135072,10,2751984,1311660,38172,304220,188278,39337.78,2751984,2751984,2747450,15729.0,2525676,88510,2371896.96,0.0,151655.04,0,0,0,3106,174,2751984,13246,59428,108,0,20862,91054,10428,168684,501076
60470,0,0,5072,1867214,0,0,3764194,2944222,1543142,705212,0,203678,3802024,2394,1105750,324772,233186,174180,15750,5308410,1867214,63264,1034804,498312,60470.48,5308410,5308410,5286946,38626.0,4375750,143978,3772715.52,0.0,599439.36,0,0,0,12926,1860,5308410,161316,402380,188,0,42902,70316,16626,618284,472974
239242,10,726854,4803478,7515410,479020,631442,15526974,14932508,1965782,802854,0,10202808,11268144,0,4586224,2578588,1050200,515608,257010,17974422,7515410,151456,1128634,833200,239242.17,17974422,17974422,18045942,80647.0,16990266,362256,12767375.04,2555783.04,1656552.96,0,173682,2659042,1700,0,17974422,1000392,2677790,5396,0,74986,462704,50256,4285720,552844
40320,0,0,154,1169812,0,0,2429054,2211898,251804,185698,0,294596,2608416,0,676196,271200,202994,163624,0,2681174,1169812,27568,144232,107150,40319.48,2681174,2681174,2686092,12190.0,2625694,88268,2308930.56,0.0,314940.48,0,0,0,5796,584,2681174,1304,84580,168,0,16016,68130,11012,330732,284040
40144,0,0,1048,1206570,0,0,2722206,2512276,286176,147240,0,1297268,2269768,2,1126278,366050,240104,148422,0,3009056,1206570,23922,148248,137314,40143.66,3009056,3009056,3008004,11755.0,2851732,66332,2216151.36,0.0,632905.92,0,0,0,3506,62,3009056,2858,190802,566,0,12812,52450,11202,658538,254944
396,0,872,65876,32728,4600,11520,105100,89206,85682,7128,2,20304,91264,0,88492,7184,4632,1282,26,195594,32728,1362,52030,33150,395.47,195594,195594,208090,451.0,124918,2700,20897.28,39021.12,40078.08,0,818,42286,10,0,195594,296,10338,110,0,1522,578,104,81702,180
110594,0,66,76260,2834340,1722,2664,6172604,5472514,1165782,584976,0,1642350,3139078,2,1887182,650160,550098,451346,8036,7341222,2834340,72012,711704,450964,110593.31,7341222,7341222,7335624,48592.0,6772572,168332,5680848.0,0.0,1087227.84,0,0,8746,7764,514,7341222,236220,410110,742,0,38758,150020,33680,1139552,685508
39226,0,0,1276,1248578,0,0,2544712,2164040,685140,296478,0,0,663988,2,1253710,317070,188292,133988,0,3230854,1248578,43784,430378,253194,39225.66,3230854,3230854,3247776,12327.0,2853770,122246,2426897.28,0.0,422680.32,0,0,0,10898,1044,3230854,3990,153162,608,0,21950,123058,25878,453540,877186
177626,34,537076,4002846,4638148,434190,602150,8567456,7980380,1992310,746274,0,1674248,6629592,277714,4601008,820448,572266,512828,150116,10996302,4638148,104468,1217094,760388,177625.4,10996302,10996302,10866904,51588.0,9897144,242660,9202930.56,0.0,684098.88,0,9584,536532,18990,230,10996302,420292,645466,1778,0,63448,228724,31858,733632,2104644
43538,0,0,8324,1395206,0,0,2587984,2185296,784156,283350,0,1338368,2909080,0,1007894,325748,224070,160448,2672,3373192,1395206,45820,433224,342798,43537.68,3373192,3373192,3350102,17005.0,2964412,83600,2523168.96,0.0,437564.16,0,0,0,4170,108,3373192,49490,167314,186,0,25556,105016,18586,469118,710398
31326,0,0,1726,852028,0,0,1652122,1429628,330596,193258,0,14162,635982,0,513408,201606,144188,103978,0,1983018,852028,25386,189628,140296,31326.68,1983018,1983018,1983400,13895.0,1871852,48348,1696773.12,0.0,173606.4,0,0,0,2726,192,1983018,24284,67402,222,0,12704,53088,10062,183234,307644
1082,0,14866,58830,19784,15486,22356,56254,60834,39164,4388,12,70546,49730,0,23844,20828,4502,986,0,110968,19784,724,26482,12626,1082.95,110968,110968,112854,306.0,80562,2198,60392.64,0.0,18409.92,0,2084,60368,0,0,110968,490,1382,146,0,900,1632,294,21058,8510
18,0,516,3348,2512,1144,2782,13142,12310,8172,346,0,2174,564,2330,5906,228,214,160,14,22490,2512,152,5872,2284,17.97,22490,22490,24580,30.0,7554,436,3003.84,13.44,3475.2,0,282,2874,0,0,22490,18,580,86,0,196,42,20,4720,36
70,0,0,402,11830,0,0,36120,26522,14298,4010,0,7414,19400,0,21604,116,16,2,0,50466,11830,796,3966,10218,70.8,50466,50466,30280,37.0,23344,2060,14139.84,0.0,15922.56,0,0,42,0,0,50466,62,2546,114,0,614,816,192,13050,0
40290,0,0,348,1507474,0,0,3178032,2884548,461534,217342,0,532234,3271734,0,1564450,289576,216856,174642,1894,3640290,1507474,41192,277820,182600,40289.63,3640290,3640290,3643000,18706.0,3357594,83264,2666934.72,0.0,686847.36,0,0,0,3340,78,3640290,44072,162676,280,0,23184,110344,16162,708172,236708
7680,0,11470,939472,673416,96098,141588,1691230,1532756,366384,127234,0,1510090,1480060,51802,989964,167210,115142,79340,3036,2156224,673416,38328,128814,235232,7679.81,2156224,2156224,2094270,3625.0,1838438,167100,1148715.84,0.0,681361.92,0,2526,456858,374,8,2156224,7582,252144,372,0,21152,139900,28472,742478,4152
6,0,0,0,548,0,0,2926,1790,12124,344,0,2760,982,0,1628,60,36,114,28,15062,548,62,10886,1232,5.71,15062,15062,16778,19.0,2776,120,850.56,0.0,857.28,0,0,0,0,0,15062,8,296,46,0,84,40,8,1980,26
120206,0,229030,4278066,3015192,249970,366236,5828378,5398382,1132412,509226,2,4692442,6356370,0,1128044,2123504,522858,219568,14166,7212536,3015192,86816,502416,624102,120205.14,7212536,7212536,7216496,36987.0,6791520,156754,5906365.44,0.0,876118.08,0,99950,1802988,122,0,7212536,472260,5632610,2260,0,43444,185788,34596,925130,442338
222,0,0,20,11812,0,0,31184,26222,20016,1792,0,32898,722,0,22446,1532,662,896,0,51258,11812,562,15338,4616,222.28,51258,51258,52158,86.0,33018,1472,17372.16,0.0,14527.68,0,0,0,2,0,51258,1740,2674,48,0,400,922,170,16306,842
26,0,0,98,4048,0,0,7820,4348,11118,1546,0,2112,7294,0,9846,340,94,62,0,18962,4048,252,6492,4606,26.24,18962,18962,20528,29.0,11742,540,4160.64,0.0,5408.64,0,0,0,0,0,18962,50,1156,20,0,198,208,62,7992,30
8,0,0,1850,664,82,276,7504,6160,11870,500,0,3886,2964,0,3548,64,40,52,26,19468,664,110,10180,1668,8.21,19468,19468,26406,25.0,4874,280,1776.96,0.0,1917.12,0,0,1590,0,0,19468,12,4,50,0,154,78,20,3260,46
28,0,0,62,3434,0,0,7616,4222,6614,1912,0,2,8222,0,7818,162,66,20,0,14242,3434,230,2764,3830,27.79,14242,14242,15206,17.0,9166,530,4640.64,0.0,4472.64,0,0,0,0,0,14242,20,1034,26,0,214,252,62,4944,56
18,0,0,5844,4660,784,2544,8436,3736,9286,1808,0,5578,10218,0,9712,424,56,36,0,18546,4660,240,3752,5306,17.93,18546,18546,20446,31.0,11698,604,4331.52,53.76,6118.08,0,0,3724,0,0,18546,36,24,70,0,346,92,26,7702,20
121214,0,0,60312,3753734,86,504,8221334,7470618,1278664,619212,0,39452,8684290,0,3921624,674638,510484,459286,0,9501870,3753734,88272,854924,417716,121214.83,9501870,9501870,9222372,37085.0,8853628,297150,6564317.76,0.0,2278983.36,0,0,1874,42110,3612,9501870,41704,989600,296,0,47804,362942,57478,2352300,701778
624550,229278,3320330,13944324,18131594,1472848,2168468,32757608,29875892,7900282,3372578,4,5867114,33796048,0,10637356,6097014,2182794,1097266,337382,42138946,18131594,545540,3529074,4346690,624550.93,42138946,42138946,42168170,206807.0,39990688,850184,32851659.84,402300.48,6703862.4,48976,1566316,8624416,12682,348,42138946,3580670,23372628,11886,0,303246,1062400,196282,7377492,4715082
528,0,498,47470,30870,2810,6488,80528,57884,59872,13470,0,51450,65284,1814,81302,4530,2324,1612,234,143400,30870,1218,27486,31348,527.03,143400,143400,138308,377.0,106010,2126,34481.28,3573.12,56139.84,0,274,30882,0,0,143400,346,38984,304,0,1684,744,148,62672,8748
1302,0,0,100,38038,0,0,92058,86208,17826,3456,0,0,44046,0,39200,9984,856,80,0,109908,38038,494,13344,4452,1301.68,109908,109908,111696,304.0,92950,1280,82311.36,0.0,10547.52,0,0,0,12,0,109908,1016,4318,36,0,336,490,98,11116,254
40022,0,0,566,1066540,0,0,2350562,2143402,258296,167390,0,208782,255972,0,871224,198290,171660,158904,0,2609326,1066540,24678,144532,113252,40021.35,2609326,2609326,2624178,13911.0,2491594,95986,2155200.96,0.0,334119.36,0,0,0,10600,1114,2609326,6628,140902,254,0,12718,92190,18152,353582,229756
496,0,0,12992,19350,0,0,38486,27206,31632,6416,0,4470,37846,0,26506,3890,2000,1500,210,70190,19350,728,21144,10270,495.99,70190,70190,59538,186.0,44422,1384,30102.72,0.0,13848.96,0,0,0,6,0,70190,888,838,158,0,610,1164,164,15064,1790
35882,0,0,1312,1133706,0,0,2098764,1952988,310636,106316,0,24680,766520,0,896254,273338,211520,174404,0,2409790,1133706,19098,181242,127908,35882.09,2409790,2409790,2384468,13146.0,2223876,68134,2040451.2,0.0,181681.92,0,0,0,4696,808,2409790,152720,151688,106,0,10286,59612,8518,193700,356658
29652,0,0,1164,978038,0,0,1955316,1689362,382444,219372,0,0,545258,0,753184,178060,133338,116380,0,2338244,978038,26108,165816,215802,29652.54,2338244,2338244,2332914,15773.0,2214154,67922,1784191.68,0.0,428237.76,0,0,0,5112,404,2338244,87450,184128,546,0,14038,56572,10582,447710,205926
1430,0,0,0,38192,16888,24006,84046,83290,42520,8638,0,0,0,0,0,0,0,0,0,143580,38192,1104,22180,20058,1430.94,143580,143580,198,0.0,0,3008,81107.52,0.0,33076.8,0,0,0,0,0,143580,0,0,210,0,1268,2248,384,0,0
5010,0,0,116,154736,0,0,291212,237130,162062,42366,0,0,310128,0,119950,38226,28478,28810,0,453378,154736,4814,118080,41510,5009.63,453378,453378,449380,1996.0,334670,10612,281349.12,0.0,53070.72,0,0,0,494,0,453378,4014,14110,72,0,3536,7224,1286,55600,33572
43514,0,0,566,1217318,0,0,2724916,2464274,402598,206112,0,417640,484410,0,1095152,236962,186164,155420,40,3128028,1217318,26610,219574,181206,43514.95,3128028,3128028,3107898,18589.0,2955450,91518,2384006.4,0.0,569064.0,0,0,0,4402,116,3128028,138414,178894,328,0,14818,80924,14580,592918,286592
8,0,0,3374,2042,144,378,9712,7964,7672,316,0,1822,4348,0,4554,78,58,108,24,17556,2042,140,6182,1472,8.88,17556,17556,19328,24.0,5876,288,1726.08,0.0,3064.32,0,0,1986,0,0,17556,10,2,68,0,130,54,20,4308,42
334,0,5378,42898,17596,5492,9022,45912,42586,28746,1978,2,55300,51062,0,34672,5100,840,194,0,80246,17596,704,17730,10776,334.9,80246,80246,79438,132.0,56300,1634,28318.08,0.0,26509.44,0,4108,34908,0,0,80246,160,7394,194,0,718,990,144,29276,1070
43024,0,0,4930,1181334,0,0,2278492,2024982,416274,221518,0,72656,268552,0,572808,217064,191454,182302,716,2695174,1181334,28322,271554,144180,43023.32,2695174,2695174,2705672,21335.0,2490168,69398,2200257.6,0.0,288283.2,0,0,0,4974,336,2695174,66478,135022,156,0,15082,62902,10208,302470,215726
41408,0,0,3174,1299158,0,0,2614010,2283932,421092,237156,0,817360,2855818,0,1035418,232226,153394,128504,0,3036048,1299158,32688,193832,226008,41407.68,3036048,3036048,3018412,16059.0,2879436,87684,2638621.44,0.0,238066.56,0,0,0,3998,242,3036048,47544,103976,130,0,21314,50268,5820,262648,422522
40206,0,0,3066,1053420,0,0,2291842,1957906,417858,283256,0,170076,746478,0,936558,223856,170390,131416,1606,2710202,1053420,31062,214958,200256,40205.57,2710202,2710202,2697128,16902.0,2608094,77628,2282936.64,0.0,315971.52,0,0,0,4162,160,2710202,134992,112240,186,0,18228,82984,15930,349258,426384
39702,0,226984,1647546,792258,177438,252872,1680710,1680062,270542,118024,0,770082,56648,0,230308,313036,172370,108952,71980,2129216,792258,17484,119888,150030,39701.37,2129216,2129216,2129768,13015.0,2045420,34482,1871678.4,0.0,171141.12,0,8630,789488,0,0,2129216,61892,1774440,576,0,13672,27950,5572,181854,173486
24,0,4890,1140,6340,1848,3474,18710,16786,19642,702,4,13534,4478,4712,19116,236,458,178,24,40228,6340,272,15234,4358,24.75,40228,40228,40912,45.0,21658,750,4930.56,31.68,15477.12,0,3746,2062,0,0,40228,20,7196,66,0,260,130,28,17230,78
63954,0,0,2662,1899362,0,0,3276034,2964078,526976,231822,0,1124040,1200194,0,1005260,630754,388892,245864,796,3803854,1899362,40516,285424,239658,63953.54,3803854,3803854,3799018,23934.0,3545026,72762,3218136.0,0.0,324593.28,0,0,0,3604,178,3803854,46526,114696,366,0,20856,92154,13260,348010,562690
38752,0,0,36004,1215496,0,0,2307698,2123462,262578,148668,0,236128,2452552,74,866776,270756,191698,137382,10002,2570708,1215496,30876,147822,113652,38751.29,2570708,2570708,2581796,13563.0,2480792,58640,2137270.08,0.0,340413.12,0,0,4938,1080,8,2570708,37306,88818,154,0,14188,92732,13544,359886,568406
622,6172,17438,19418,29302,16326,26124,82604,84606,30870,4038,0,17522,80266,0,49620,3810,3328,2382,1720,129934,29302,1214,12058,18622,621.57,129934,129934,127172,330.0,91080,3012,43291.2,0.0,46717.44,2048,14378,21348,72,6,129934,1490,4808,58,0,1246,1318,302,49000,1270
46724,0,0,35760,1435202,0,0,2464832,2244760,401666,168664,0,2038040,2323008,0,1242346,220648,143878,95130,39406,2867104,1435202,21810,154152,246044,46724.71,2867104,2867104,2838070,13382.0,2678800,47032,2183339.52,0.0,492460.8,0,0,48,4528,174,2867104,191886,105880,84,0,10186,41088,7182,504976,99418
51930,0,0,144,1361266,0,0,2742292,2471548,351312,240596,0,3404,351696,0,868996,264486,243658,218734,6,3093796,1361266,31612,200018,149978,51930.94,3093796,3093796,3098830,22366.0,3018856,69448,2643134.4,0.0,374092.8,0,0,0,3282,190,3093796,92912,123174,72,0,15570,83766,12392,385880,416146
18,0,874,1960,2282,0,0,5692,3136,4520,894,0,6284,5266,0,3966,244,130,40,8,10242,2282,158,2446,2040,17.35,10242,10242,11262,22.0,6284,314,2471.04,32.64,2897.28,0,520,2024,0,0,10242,8,10,54,0,170,58,24,3960,18
442,0,0,2014,19412,18,234,45452,33154,35664,3640,0,38792,46520,0,30568,2148,1270,748,30,81196,19412,798,22752,12228,442.51,81196,81196,77622,160.0,49254,1180,24200.64,12394.56,11545.92,0,0,1602,8,0,81196,678,3298,220,12692,932,622,110,25544,710
61872,0,0,2310,1886740,0,0,3864210,3168842,902348,614814,0,342130,799080,0,1394828,397566,309442,287500,400,4767314,1886740,58870,469100,425098,61871.37,4767314,4767314,4767004,33952.0,4534336,153072,3906594.24,0.0,623363.52,0,0,0,10962,1178,4767314,163440,237162,290,0,37336,100230,15756,649516,676188
80712,0,0,38566,2531466,0,0,5223638,3991076,1883022,1015118,0,490440,2461920,4,3152296,497608,318606,214422,2320,7108604,2531466,92390,872544,1004132,80712.32,7108604,7108604,7050828,33791.0,6516504,223406,5152464.0,0.0,1356478.08,0,0,0,8658,536,7108604,232368,463444,766,0,58478,154514,37110,1451504,1032742
36444,0,0,318,999796,0,0,2235632,2007198,473630,187018,0,2,413628,0,793474,286864,181768,126092,0,2709614,999796,23612,306680,165196,36444.21,2709614,2709614,2688802,15014.0,2436362,64058,2164776.96,0.0,269939.52,0,0,0,5206,562,2709614,52486,149972,252,0,12814,67722,12584,282530,398094
910,0,0,90,22054,0,0,55490,48280,10228,5286,0,13660,50852,0,24942,7426,3236,1752,0,65750,22054,698,5318,4886,910.47,65750,65750,68412,176.0,57668,1268,50082.24,0.0,7500.48,0,0,0,44,0,65750,34,1618,44,0,434,900,148,8322,27806
40212,0,0,1030,1200720,0,0,2323644,1850412,656340,409716,0,320268,226110,0,816890,223952,150894,104520,0,2980440,1200720,39290,312654,334302,40211.35,2980440,2980440,2959956,22106.0,2795022,90714,2413292.16,0.0,376779.84,0,0,0,4578,450,2980440,35986,96474,212,0,24442,109136,16354,401118,579098
43520,0,0,380,1561428,0,0,2897798,2501244,596436,331860,0,335526,666642,0,1597432,259652,211582,192398,6,3494814,1561428,48836,278798,315710,43519.53,3494814,3494814,3490672,20847.0,3353808,97854,2571292.8,0.0,780480.96,0,0,0,5846,360,3494814,195610,351652,250,0,27504,93036,15556,803964,393532
